,word,candidates
6001,උස්සන්න,['උස්සන']
6002,ගෙනි,['ගෙ']
6003,මහතායි,['මහතා']
6004,මේකෙ,"['මේක', ' කෙ']"
6005,ගේට්ටුවෙන්,['ගේට්ටුවෙ']
6006,සිංහලේ,['සිංහ']
6007,පිස්සුද,['පිස්සු']
6008,තියෙද්දි,['තියද්දි']
6009,අසුනේ,"['අසු', ' අනේ']"
6010,මෙයද,['මෙය']
6011,කතක්,['කත']
6012,අයින්,"['අන්', ' අයි']"
6013,මත්පැනට,['මත්පැන']
6014,පෙම්වතියන්,['පෙම්වතිය']
6015,හැකිවී,['හැකි']
6016,ගලවලා,['ගලලා']
6017,පෙරද,['පෙර']
6018,නිවැසියෝ,['වැසියෝ']
6019,අනුහස්,['අහස්']
6020,කෙල්ලව,['කෙල්ල']
6021,වාර්තාවෙයි,"['වාර්තාවෙ', ' වාර්තාවයි']"
6022,රංගනයට,"['රංගනය', ' රංගනට']"
6023,තරහා,"['හාරත', ' තර']"
6024,අහපු,['අහ']
6025,පෝස්ට්,['පෝට්']
6026,හයර්,['හය']
6027,පැත්තෙ,['පැත්ත']
6028,සිද්ධියත්,"['සිද්ධිය', ' සිද්ධිත්']"
6029,සද්දෙ,['සද්ද']
6030,කිව්වම,['කිව්ව']
6031,ඉසුර,"['ඉර', ' සුර']"
6032,ගනීවි,['ගනී']
6033,හීනයක්,"['හීනය', ' හීයක්']"
6034,ජයලලිතාගේ,['ජයලලිතා']
6035,දුරකතනයක්,"['දුරකථනයක්', ' දුරකතනය']"
6036,අකුරටම,['අකුරට']
6037,ආගිය,"['ආය', ' ගිය']"
6038,හිතන්නට,"['හිතන්න', ' හිත්ට']"
6039,ඡන්දයක්,['ඡන්දය']
6040,කඳුවැටියේ,['කඳුවැටි']
6041,ලබාදුන්නා,['ලබාදුන්']
6042,කාංචනාට,['කාංචනා']
6043,එන්නම්,"['එනම්', ' එන්න']"
6044,තමිල්නාඩුව,['තමිල්නාඩු']
6045,ගම්මානයකින්,['ගම්මානයකි']
6046,අඩස්සියේ,['අඩස්සි']
6047,පෙළපාලිය,"['පෙළපාළිය', ' පෙළපාලි']"
6048,වැරැදියි,['වැරැදි']
6049,දැරියෝ,['දැරිය']
6050,ලැහැස්ති,['ලැස්ති']
6051,කෙලින්ම,"['කෙලින්', ' කෙළින්ම', ' කලින්ම']"
6052,ජනාධිපතිතුමාටත්,"['ජනාධිපතිතුමාත්', ' ජනාධිපතිතුමාට']"
6053,ඉදලා,"['ඉඳලා', ' දලා', ' ඉද']"
6054,සේනාවේ,"['සේනා', ' සේවේ']"
6055,කණුවේ,"['කවේ', ' කණු', ' කනුවේ']"
6056,ස්ථානයත්,"['ස්ථානය', ' ස්ථානත්']"
6057,පැදියේ,"['දියේ', ' පැයේ', ' පැදි']"
6058,මේවගේ,"['මේගේ', ' මේව', ' වගේ']"
6059,මගෙත්,"['ගෙත්', ' ගමෙත්', ' මගෙ', ' මෙත්', ' මගත්']"
6060,විරුදාවලිය,['විරුදාවලි']
6061,යහනේ,"['යහ', ' හනේ']"
6062,අසාද්ගේ,['අසාද්']
6063,දෙන්නම,['දෙන්න']
6064,අලියෙක්,['අයෙක්']
6065,නිළමේ,"['නිළ', ' නිලමේ']"
6066,සෝවාන්,['සෝන්']
6067,මැරුවා,['රුවා']
6068,හැන්දෑවේ,['හැන්දෑ']
6069,එයාව,"['එව', ' එයා', ' යාව']"
6070,ජාලිය,['ලිය']
6071,සමයයි,['සමය']
6072,ගන්නයි,['ගන්න']
6073,කිසිසේත්ම,['කිසිසේත්']
6074,ජීවම්,"['වම්', ' ජීව']"
6075,හිතෙන්නෙ,['හිතන්න']
6076,රියැදුරාට,['රියැදුරා']
6077,ආවාම,"['ආවා', ' වාම']"
6078,රාහුල්,"['රාහු', ' හුල්', ' රාල්']"
6079,දෙන්නාගේ,"['දෙනාගේ', ' දෙන්නා']"
6080,තනියට,['තනිය']
6081,ලොරියට,['ලොරිය']
6082,ගැහෙන්න,['ගැහෙන']
6083,දඹානේ,['දනේ']
6084,ඇටයක්,['ඇටය']
6085,නෝට්ටුව,['නෝට්ටු']
6086,වාඩිවෙන්න,"['වාඩිවෙන', ' වාඩිවන්න']"
6087,විදුහල්පතිට,['විදුහල්පති']
6088,චමිල්,['මිල්']
6089,ගත්තට,"['ගතටත්', ' ගත්ත', ' ගතට']"
6090,අප්පච්චිට,['අප්පච්චි']
6091,මොනවත්,['මොනව']
6092,සේවිකාවක්,['සේවිකාව']
6093,වාසනාවක්,['වාසනාව']
6094,අත්තා,['අත්']
6095,දුන්නට,['දුන්න']
6096,මානසිකත්වයෙන්,['මානසිකත්වයෙ']
6097,දහසේ,"['දසේ', ' දහ']"
6098,ලයන්,['යන්']
6099,තිදරු,['දරු']
6100,දෙසීයක්,"['දෙසීය', ' දෙයක්']"
6101,සාදයට,"['සායට', ' සාදය']"
6102,ගියාද,['ගියා']
6103,වදිමින්,"['වමින්', ' වඳිමින්', ' වදිමි']"
6104,ආයුද,"['ආයු', ' යුද']"
6105,වරද්දා,['වද්දා']
6106,අරඹමින්,['අරඹමි']
6107,සර්ට,['සර්']
6108,පුරුද්දකි,['පුරුද්ද']
6109,අපිටත්,"['අපිත්', ' පිටත්', ' අටත්', ' අපිට']"
6110,අමතමිනි,['අමතමි']
6111,ජීවත්වෙන්න,"['ජීවත්වෙන', ' ජීවත්වන්න']"
6112,කිව්වද,['කිව්ව']
6113,භූමිකම්පාව,['භූමිකම්පා']
6114,කාගෙවත්,"['ගෙවත්', ' කාගෙත්']"
6115,මුහුණපා,['මුහුණ']
6116,මෙතැනට,['මෙතැන']
6117,ආයිත්,"['ආයි', ' ආත්']"
6118,පාර්සලය,['පාර්සල']
6119,කළුවා,"['කවා', ' කලුවා', ' කළු']"
6120,ජීවිතේම,['ජීවිතේ']
6121,කරගත්ත,"['කරගත', ' කරත්ත']"
6122,කහවත්තේ,['කහවත්']
6123,දැරියක්,"['දැරිය', ' දැයක්']"
6124,නිතිය,"['තිය', ' නිති', ' නියති']"
6125,කැලණියට,"['කැලනියට', ' කැලයට', ' කැළණියට', ' කැලණිය']"
6126,ඇතුලේ,"['ඇතුළේ', ' තුලේ', ' ඇලේ', ' ඇතු']"
6127,ගත්තු,"['ගතු', ' ගත්']"
6128,ආරාධනයක්,['ආරාධනය']
6129,කෙනඩි,['කෙන']
6130,සද්ද,['සද']
6131,සිංගප්පූරුවට,['සිංගප්පූරුව']
6132,යුද්දෙ,['යුද්ද']
6133,දෙන්නගේ,['දෙන්න']
6134,භූතයා,['භූත']
6135,දෑවැද්ද,['වැද්ද']
6136,ආත්මයක,['ආත්මය']
6137,පිළිකාව,['පිළිකා']
6138,සන්ධානයෙන්,['සන්ධානෙන්']
6139,පිරිමින්ට,['පිරිමින්']
6140,ගාල්ලෙ,"['ගාලෙ', ' ගාල්ල']"
6141,නැගල,"['ගල', ' නැග']"
6142,කරනවාද,['කරනවා']
6143,කරඬුව,"['කරඬු', ' කරව']"
6144,අනුකම්පාවක්,['අනුකම්පාව']
6145,පත්වු,"['පවුත්', ' පත්', ' පවු']"
6146,හොයන,['හොය']
6147,කට්ටියක්,['කට්ටිය']
6148,කඩනවා,"['කඩවා', ' කඩන', ' කනවා']"
6149,ශිල්පිනිය,"['ශිල්පිනි', ' ශිල්පිය']"
6150,බැරිද,"['බැද', ' බැරි']"
6151,උගස්,"['උග', ' ගස්', ' උස්']"
6152,කැලෑවෙන්,['කැලෑවෙ']
6153,මැදිහත්වී,['මැදිහත්']
6154,කනවා,"['කන', ' නවා', ' කවා']"
6155,එළිපිට,['එපිට']
6156,ඇරැඹීය,['ඇරැඹී']
6157,අවුල,"['අවු', ' අල']"
6158,සතුටෙන්,['සතුටෙ']
6159,උසාවියෙන්,['උසාවියෙ']
6160,වරෙන්තුවක්,['වරෙන්තුව']
6161,පනිමින්,['පනිමි']
6162,රජ්ජුරුවන්ට,['රජ්ජුරුවන්']
6163,හිතමු,['හිත']
6164,තැනත්,"['තැන', ' තැත්', ' නත්']"
6165,පැවැත,['පැත']
6166,සිටීමයි,"['සිටීයි', ' සිටීම']"
6167,විමසුවේය,['විසුවේය']
6168,භූමිකම්පාවක්,['භූමිකම්පාව']
6169,ජයවර්ධනගේ,['ජයවර්ධන']
6170,කනගාටුව,"['කනගාටු', ' කණගාටුව']"
6171,කට්ටියට,['කට්ටිට']
6172,කරගන්නවා,['කරගන්න']
6173,නෝට්ටුවක්,['නෝට්ටුව']
6174,කියන්නීය,['යන්නීය']
6175,කැමැතියි,['කැමැති']
6176,ඉගැන්නුවා,['ගැන්නුවා']
6177,මොකටද,"['මොකට', ' මොකද']"
6178,ගැනවත්,"['නවත්', ' ගැනත්']"
6179,පාර්ශවයට,['පාර්ශවය']
6180,බැරිය,"['රිය', ' බැරි']"
6181,මගියකු,['මගිය']
6182,පෙන්නන්න,['පන්නන්න']
6183,ආදරෙන්,"['ආරෙන්', ' ආදරෙ']"
6184,රොමේෂ්,['රමේෂ්']
6185,අපරාදේ,['අපරා']
6186,කියමනක්,['කියමන']
6187,එකටත්,"['කටත්', ' එකට', ' එකත්']"
6188,ජනාධිපතිනි,['ජනාධිපති']
6189,නාහිමියෝ,['හිමියෝ']
6190,හොල්මනක්,['හොල්මන']
6191,එක්වෙමින්,['එක්වෙමි']
6192,නිමවී,"['නිවීම', ' නිවී', ' නිම']"
6193,සීරුවේ,"['සීරු', ' රුවේ']"
6194,නෙවිල්,"['නෙල්', ' නෙවි']"
6195,කොල්ලා,['කොල්']
6196,පක්ෂයෙ,"['පක්ෂය', ' පක්ෂෙ']"
6197,පත්වූවාය,['පත්වූවා']
6198,සුන්දරම,['සුන්දර']
6199,මව්පියන්ට,['මව්පියන්']
6200,දියණියක්,['දියණිය']
6201,මණ්ඩලේ,"['මඩලේ', ' මණ්ඩ']"
6202,දෙනයි,"['දෙයි', ' දෙන']"
6203,ලංකාදීපයේ,['ලංකාදීප']
6204,ලයනල්,['යන්']
6205,හිමිකාරිය,['හිමිකාරි']
6206,දැම්මේය,['දැම්මේ']
6207,පත්තරේ,"['තත්පරේ', ' පතරේ', ' පත්ත']"
6208,පෙම්වතාට,['පෙම්වතා']
6209,පන්සලක්,['පන්සල']
6210,සිදුවුණ,['සිදුවු']
6211,අමුවේ,"['අවේ', ' අමු', ' මුවේ']"
6212,විරෝධතාවයක්,"['විරෝධතාවය', ' විරෝධතාවක්']"
6213,වාකරේ,"['වාරේ', ' කරේ']"
6214,සිසුවිය,['සිවිය']
6215,ලස්සනම,['ලස්සන']
6216,චීනයත්,"['චීනත්', ' නයත්', ' චීනය']"
6217,ඡායාරූපයක,['ඡායාරූපය']
6218,පායන,"['යන', ' පානය', ' පාය', ' පාන']"
6219,හෙදියක්,"['හෙදිය', ' හදියක්']"
6220,සල්ලිත්,['සල්ලි']
6221,එවනවා,"['වනවා', ' එවන']"
6222,ටෝක්,['ටක්']
6223,එපායැ,['එපා']
6224,දහසකුත්,['දහසත්']
6225,රියදුරන්ට,"['රියදුරට', ' රියදුරන්']"
6226,දේශපාලනඥයකුගේ,['දේශපාලනඥයකු']
6227,රෝසි,['රෝ']
6228,අස්වන,"['අස්ව', ' අස්න']"
6229,එක්කෝ,"['එකෝ', ' එක්ක']"
6230,මනුජ,['මනු']
6231,මහින්දගේ,['මහින්ද']
6232,හැරලා,['හැර']
6233,නැතුවම,"['නැතුව', ' නැවතුම']"
6234,ලීගය,"['ලීය', ' ලීග']"
6235,නිලූකාගේ,"['නිලූගේ', ' නිලූකා']"
6236,පෙම්වතියට,['පෙම්වතිය']
6237,හිතුනේ,['තුනේ']
6238,දවසෙ,['දවස']
6239,පැදියෙන්,"['දියෙන්', ' පැදියෙ', ' පැයෙන්']"
6240,ලෝකෙ,['ලෝක']
6241,නරඹමින්,['නරඹමි']
6242,ලැබේවි,['ලැබේ']
6243,සම්බන්ධයෙන්ද,['සම්බන්ධයෙන්']
6244,භූතයන්,['භූතය']
6245,නංගිගේ,['නංගි']
6246,පිටත්විය,['පිටවිය']
6247,හිතුනා,"['හිනා', ' හිතුණා']"
6248,අගමැතිනී,['අගමැති']
6249,උණ්ඩය,"['උඩය', ' උණ්ඩ']"
6250,කළපුවේ,"['කළපු', ' කලපුවේ']"
6251,සැකකරුවන්ට,['සැකකරුවන්']
6252,ගණිකාවන්,['ගණිකාව']
6253,වහන්සේය,['වහන්සේ']
6254,පැතූහ,['පැතූ']
6255,මියගියහ,['මියගිය']
6256,පිරිසකුත්,['පිරිසත්']
6257,හමුවෙන්න,"['හමුවෙන', ' හමුවන්න']"
6258,පැදියකින්,['පැයකින්']
6259,මුතුකුමාරණ,['මුතුකුමාර']
6260,ඉන්දියාවෙ,['ඉන්දියාව']
6261,මේකෙන්,"['මේකෙ', ' කෙන්']"
6262,මාළිගාවට,"['මාලිගාවට', ' මාළිගාව']"
6263,චෝදනාවට,['චෝදනාව']
6264,මෙයාව,['මෙයා']
6265,කෑගහනවා,"['ගහනවා', ' කෑගහන']"
6266,හිමාල,"['මාල', ' හිල']"
6267,නම්වූ,['නම්ව']
6268,ලියන්නට,"['ලියන්න', ' ලියනට', ' යන්නට']"
6269,සිදුවුණු,['සිදුවු']
6270,හදවතින්ම,['හදවතින්']
6271,වට්ටියක්,['වට්ටිය']
6272,දුරකථනයට,"['දුරකථනය', ' දුරකතනයට']"
6273,දැන්වත්,['දැවත්']
6274,කෙනෙක්ම,['කෙනෙක්']
6275,කන්තෝරුවට,['කන්තෝරුව']
6276,ජනපතිනි,['ජනපති']
6277,පාර්සලයක්,"['පාර්සලක්', ' පාර්සලය']"
6278,සොරකමට,['සොරකම']
6279,අන්නා,"['අන්', ' අනා']"
6280,දෙකක්ම,"['දෙකක්', ' දෙකම']"
6281,සිල්ව,"['සිල්', ' සිව']"
6282,ඒවගේම,"['ඒවගේ', ' වගේම']"
6283,නොනවතින,['නොනවන']
6284,ඒවත්,"['වත්', ' ඒත්', ' ඒව']"
6285,වැඩකට,"['වැඩක', ' වැඩට']"
6286,දෙකෙන්ම,['දෙකෙන්']
6287,එයාගෙන්,['එයාගෙ']
6288,අම්මටයි,"['අම්මයි', ' අම්මට']"
6289,පට්ට,['පට']
6290,සේවිකාවෝ,['සේවිකාව']
6291,වෙතය,['වෙත']
6292,විදුලියට,['විදුලිය']
6293,බිල්ලට,"['බිලට', ' බිල්ල']"
6294,පෙන්වලා,['පෙන්ව']
6295,මීගමුවට,['මීගමුව']
6296,රංගනයේ,['රංගන']
6297,මැරීමේ,['මැරී']
6298,පැවැසේ,"['පැසේ', ' වැසේ']"
6299,දුරකි,['දුර']
6300,දුලානි,"['දුනි', ' දුලා']"
6301,උක්කුවා,['උක්කු']
6302,සෙබළුන්ගේ,['සෙබළුන්']
6303,අමාරුවක්,"['මාරුවක්', ' අමාවක්', ' අමාරුව']"
6304,දුන්නාය,['දුන්නා']
6305,පීඨයට,"['පීඨය', ' පීයට']"
6306,එරන්දි,['රන්දි']
6307,විදිහකට,['විදිහට']
6308,පටන්ම,['පටන්']
6309,හොඳක්,"['හඳක්', ' හොඳ']"
6310,එහෙමනම්,['එහෙන්']
6311,හෙළිවිය,['හෙළිය']
6312,අකුරක්,"['අකුර', ' අරක්කු', ' අරක්']"
6313,යුවතියන්,['යුවතිය']
6314,හෙලිකොප්ටරයක්,['හෙලිකොප්ටරය']
6315,දශාව,"['දව', ' දසාව', ' දශා']"
6316,බියවී,['බිය']
6317,වෙනස්ම,"['වෙනස්', ' වෙනම']"
6318,කොටුවෙන්,"['කොටුවෙ', ' කටුවෙන්']"
6319,සැකකරුවන්ගේ,['සැකකරුවන්']
6320,හොදට,"['හොට', ' හොද', ' හොඳට']"
6321,නොසිටියහ,['නොසිටිය']
6322,නිර්මානය,['නිර්මාන']
6323,ඇරඹීය,['ඇරඹී']
6324,සින්දු,['සිදු']
6325,පිළිගන්නට,['පිළිගන්න']
6326,හිරගෙදරට,['හිරගෙදර']
6327,බාගයක්,['බාගය']
6328,පිරිමියා,['පිරිමි']
6329,මාමාට,"['මාමා', ' මාමාට']"
6330,සොෆියා,['සොයා']
6331,ඇහැට,"['ඇහැ', ' ඇට', ' හැට']"
6332,සමීර,['සර']
6333,තිබ්බේ,['තිබේ']
6334,ආයෙමත්,"['ආයෙම', ' ආයෙත්']"
6335,හැකිවෙනවා,"['හැකිවනවා', ' හැකිවෙන']"
6336,හෙදිය,"['හදිය', ' හෙදි', ' හෙය']"
6337,මැදිව,"['දිව', ' මැදි']"
6338,බාරව,"['බාව', ' බාර', ' රව']"
6339,අකමැත්තක්,['අකමැත්ත']
6340,සිදුවීමකට,"['සිදුවීමක', ' සිදුවීමට']"
6341,ඝාතනයක්,"['ඝාතයක්', ' ඝාතනය', ' තනයක්']"
6342,කකුලක්,"['කලක්', ' කකුල']"
6343,අඬන්න,"['අඩන්න', ' අන්න', ' අඬන']"
6344,එදත්,"['එත්', ' දත්']"
6345,තිසල්,['සල්']
6346,නමත්,"['නම', ' නත්', ' මනත්', ' මත්']"
6347,මරීනා,['මනා']
6348,තාත්ත,['තාත']
6349,ගුවනේ,"['ගුනේ', ' වනේ']"
6350,වෙලාවකින්,"['වලාවකින්', ' වෙලාවකි']"
6351,එකඟයි,"['එකගයි', ' එකඟ', ' එකයි']"
6352,සේවකයාට,"['සේවකයා', ' සේවකට']"
6353,මරපු,['මර']
6354,මෙල්බර්න්,['මෙල්බන්']
6355,ඩොක්ටර්,['ඩොක්ට']
6356,එකහමාරක්,['එකහමාර']
6357,මිනිස්සුන්ගේ,['මිනිසුන්ගේ']
6358,බාලයා,['බාල']
6359,ඇදලා,"['ඇද', ' ඇඳලා', ' දලා']"
6360,හලෝ,"['ලෝහ', ' ලෝ', ' හල', ' හෝ']"
6361,නිමවූ,"['නිමව', ' නිවූ']"
6362,හොරකමක්,['හොරකම']
6363,රාවණට,['රාවණ']
6364,තිඛෙනවා,['තිඛෙන']
6365,එන්නම,['එන්න']
6366,ඉදිරිපත්වී,['ඉදිරිපත්']
6367,ඇහුවම,['ඇහුව']
6368,සිදුවෙද්දී,['සිදුවද්දී']
6369,ගන්නවත්,"['ගන්නව', ' ගන්නත්']"
6370,මාලබේ,"['මාලඹේ', ' මාල']"
6371,ඉල්ලලා,['ඉල්ල']
6372,දැන්නම්,['දැන්න']
6373,තබනවා,"['තනවා', ' තබවා', ' තබන']"
6374,බංගලාවට,['බංගලාව']
6375,තියෙනවනේ,['තියෙනව']
6376,කුමරන්,['කුමර']
6377,හේතුවූ,['හේතුව']
6378,යාළුවා,"['යාළු', ' යාලුවා']"
6379,සාකච්ඡාවකින්,['සාකච්ඡාවකි']
6380,මොනවට,['මොනව']
6381,දුපතට,"['පතට', ' දුපත']"
6382,පෙරුම්,['පෙම්']
6383,අක්කලා,['අක්ක']
6384,තුරුළු,"['තුරු', ' තුරුලු']"
6385,අගමැතිවරයාගේ,['අගමැතිවරයා']
6386,සේනාංකය,['සේනාංක']
6387,කඩෙන්,"['ඩෙන්', ' කඩෙ', ' කෙන්']"
6388,ජවිපෙට,['ජවිපෙ']
6389,ඡුන්දෙ,['ඡුන්ද']
6390,බලවත්ම,"['බලවත්', ' බලත්ම']"
6391,නායකයාය,['නායකය']
6392,තමන්ටම,['තමන්ම']
6393,හඳුන්වනවා,['හඳුන්වන']
6394,බෙල්ලෙන්,"['බෙල්ලෙ', ' බල්ලන්']"
6395,පෑවේය,"['පෑය', ' වේය', ' පෑවේ']"
6396,කොන්දේසිය,['කොන්දේසි']
6397,වාර්තාවී,['වාර්තා']
6398,නාමින්,"['මින්', ' නාමි', ' මින්නා']"
6399,දෙයියෝ,['දෙයිය']
6400,ගැසුවා,['සුවා']
6401,සන්සුන්ව,['සන්සුන්']
6402,කථාවට,"['කතාවට', ' කවට', ' කථාව']"
6403,පෙට්ටියට,['පට්ටියට']
6404,වල්ලි,"['වල්', ' වලි']"
6405,නාහිමියන්ගේ,"['හිමියන්ගේ', ' නාහිමියන්']"
6406,උදවියට,"['උදයට', ' උදවිය']"
6407,නොකරපු,['නොකර']
6408,කිව්වාම,['කිව්වා']
6409,පවරලා,['වරලා']
6410,දුම්රියට,['දුම්රිය']
6411,හිතපු,['හිත']
6412,අපෝ,"['අප', ' පෝ']"
6413,ඉටුකරමින්,['ඉටුකරමි']
6414,සේප්පුව,['සේප්පු']
6415,මෝදි,"['මදි', ' මෝ']"
6416,ලයිෆ්,['ලයි']
6417,වතුරේ,"['වරේ', ' වතු', ' තුරේ']"
6418,කාන්තාරයේ,['කාන්තාර']
6419,මුලට,"['මුල', ' මුට']"
6420,නිසායි,"['සායි', ' නිසා']"
6421,ඇත්තද,['ඇත්ත']
6422,මුණගැසීමට,['මුණගැසීම']
6423,කොහොමත්,['කොහොම']
6424,තාරකාව,['තාරකා']
6425,යුවතියක්,['යුවතිය']
6426,දැනුනේ,['දැනේ']
6427,බාගෙට,"['බාගෙ', ' ගෙට']"
6428,සෙල්,"['සල්', ' සෙ']"
6429,මතකයන්,['මතකය']
6430,අරින්න,"['අන්න', ' අරින']"
6431,හීනෙන්,"['හීනෙ', ' නෙන්']"
6432,ගෙවනවා,"['ගෙවන', ' ගෙනා']"
6433,නටන්නට,['නන්න']
6434,සුවද,"['වද', ' සුව', ' සුවඳ']"
6435,නැවතුම්පොළේ,['නැවතුම්පළේ']
6436,ගායකයකු,['ගායකය']
6437,ආයුධයකින්,['ආයුධයකි']
6438,වකුගඩුවක්,['වකුගඩුව']
6439,සොයනවා,['සොයන']
6440,අනිවාර්යෙන්ම,['අනිවාර්යෙන්']
6441,ඔළුවට,"['ඔළුව', ' ඔලුවට']"
6442,විජයගේ,['විජය']
6443,කුමාරගේ,['කුමාර']
6444,ගෙවලා,['ගෙව']
6445,සිරිකොත,['සිරිකත']
6446,කියන්නද,"['යන්නද', ' කියන්න']"
6447,කාපිරි,"['පිරි', ' කාරි']"
6448,ජාවාරමක්,['ජාවාරම']
6449,හිරවී,"['හිර', ' රවී']"
6450,වෙදකමට,['වෙදකම']
6451,අලියකුගේ,['අලියකු']
6452,හිමිගේ,['හිමි']
6453,රස්සාවට,['රස්සාව']
6454,පැන්නේය,['පැන්නේ']
6455,මෝසමක්,['මෝසම']
6456,කැලෑවට,['කැලෑව']
6457,නොහැකිවිය,['නොහැකිය']
6458,පෙළපාළිය,['පෙළපාළි']
6459,අමූලික,['මූලික']
6460,නෙවෙයිද,['නෙවෙයි']
6461,සුරංගගේ,"['රංගගේ', ' සුරංග']"
6462,චූටි,['චූ']
6463,නිකන්,"['කන්', ' කන්නි', ' නික']"
6464,කඩයකින්,"['කඩයකි', ' කයකින්']"
6465,අකුරට,['අකුර']
6466,ලැබුණේය,"['ලැබුණේ', ' ලැබුනේය']"
6467,නඩුවකට,"['නඩුවට', ' නඩුවක']"
6468,ඇවිදිනවා,"['ඇවිදින', ' විදිනවා']"
6469,අඬනවා,"['අනවා', ' අඬන', ' අඬවා']"
6470,මුකුත්,"['කුත්', ' මුත්']"
6471,සිතෙන,"['සිතන', ' සිතෙ', ' තෙන']"
6472,අක්කගේ,['අක්ක']
6473,ජනපතිනිය,"['ජනපතිනි', ' ජනපතිය']"
6474,පර්ස්,"['පර්', ' පස්']"
6475,කැමතිද,['කැමති']
6476,වාරණයක්,"['වාරණය', ' වාරයක්']"
6477,දකිනවා,['දකින']
6478,දෙකත්,"['දෙත්', ' දෙක']"
6479,දැමුණු,['මුණු']
6480,දඩයමේ,['දඩය']
6481,රූම්,['රූ']
6482,කුළුණ,"['කුළු', ' කුණ']"
6483,සැලවූ,"['සැලව', ' සැලූ']"
6484,ලිංගිකව,['ලිංගික']
6485,මටයි,"['ටයි', ' මට', ' මයි']"
6486,පවන්,"['වන්', ' පව', ' පන්']"
6487,ඇතිවෙනවා,"['ඇතිවෙන', ' ඇතිවනවා']"
6488,තාත්තත්,"['තාත්තත්', ' තාත']"
6489,යන්නම්,['යන්න']
6490,දැම්මෙ,['දැම්ම']
6491,විඳපු,"['විඳ', ' විදපු']"
6492,රියාල්,"['රියා', ' යාල්']"
6493,හාරන,"['හාන', ' හාර']"
6494,සෙල්ෆි,['සෙල්']
6495,දුවත්,"['දුව', ' වත්']"
6496,සමත්වී,['සමත්']
6497,දේශපාලනඥයන්ට,['දේශපාලනඥයන්']
6498,ජනපතිගෙන්,['ජනපතිගෙ']
6499,ලෝකෙට,"['ලෝකෙ', ' ලෝකට']"
6500,තරුණියකගේ,"['තරුණියගේ', ' තරුණියක']"
6501,සිසුවියගේ,['සිසුවිය']
6502,සෙන්ට්,"['සෙට්', ' සෙන්']"
6503,නමැත්තාට,['නමැත්තා']
6504,කියාත්,"['යාත්', ' කියා']"
6505,ඇවිදගෙන,['ඇදගෙන']
6506,දන්නෙත්,['දන්නත්']
6507,තමුන්ට,"['මුන්ට', ' තමුන්']"
6508,රනිල්ගේ,['රනිල්']
6509,දැක්කෙ,['දැක්ක']
6510,වෝල්,['වල්']
6511,ඉන්නව,['ඉන්න']
6512,පෙරළි,"['පෙර', ' පෙරලි']"
6513,ඔත්තුවක්,['ඔත්තුව']
6514,හලාල්,"['හලා', ' ලාල්', ' හල්']"
6515,අමායා,"['අමා', ' මායා', ' අයා']"
6516,පුළුවන්නේ,"['පුලුවන්නේ', ' පුළුවන්']"
6517,කතාවත්,"['කතාව', ' කතාත්', ' කවත්']"
6518,කූඩුවෙන්,"['කඩුවෙන්', ' කූඩුවෙ']"
6519,ජීවන්,"['වන්', ' ජීව']"
6520,දෝෂාභියෝගයට,['දෝෂාභියෝගය']
6521,පෙරළන්න,"['පෙරළන', ' පෙරන්න']"
6522,හේමාල්,"['හේමා', ' මාල්']"
6523,නැටුම,['නැම']
6524,නොවන්නේය,['නොවන්නේ']
6525,පැවැසුවාය,"['පැවැසුවා', ' වැසුවාය']"
6526,දමිත්,['දත්']
6527,කලේය,"['කලේ', ' කය', ' කළේය']"
6528,මිතුරියන්,['මිතුරිය']
6529,ඇයිද,"['ඇද', ' ඇයි', ' ඇදයි']"
6530,එතුමියගේ,['එතුමිය']
6531,මුදලත්,"['මුලත්', ' මුදල']"
6532,තෙර,['තර']
6533,ඉස්සරහා,['ඉස්සර']
6534,සංචාරයට,['සංචාරය']
6535,බාරයක්,['බාරය']
6536,එසේමය,"['එසේය', ' එසේම']"
6537,අනන්තයි,['අනන්ත']
6538,එක්වරක්,['එවර']
6539,කරන්ඩ,"['කන්ඩ', ' කරන්']"
6540,ගන්නම්,['ගන්න']
6541,බෙල්ලට,"['බල්ලට', ' බෙල්ල']"
6542,නෙමේ,"['නමේ', ' නෙ']"
6543,මොනාද,['මොනා']
6544,මන්දා,['මන්']
6545,යුවළකට,"['යුවළට', ' වළකට', ' යුවළක']"
6546,වැටෙන්න,['වැටෙන']
6547,කඩුවක්,"['කවක්', ' කඩුව']"
6548,හමුවකට,"['මුවකට', ' හමුවක', ' හමුවට']"
6549,පිහිටට,"['පිටට', ' පිහිටට', ' පිහි']"
6550,අයිඩියා,['අයියා']
6551,අක්කයි,['අක්ක']
6552,මගියාට,"['ගියාට', ' මගියා', ' මයාට']"
6553,නිවේදකයා,['නිවේදක']
6554,ස්වරයෙන්,"['ස්වරයෙ', ' ස්වරයන්']"
6555,සාගල,"['ගල', ' සාල']"
6556,යනුවෙන්ද,['යනුවෙන්']
6557,මාලක,['මාල']
6558,මුට්ටිය,['මුට්ටි']
6559,දිගම,"['දිම', ' ගම', ' දිග']"
6560,නර්තනයේ,['නර්තන']
6561,බෝයි,"['බෝ', ' බයි']"
6562,අක්කට,"['අක්ක', ' අකට']"
6563,පැතිරෙන්නට,['පැතිරෙන්න']
6564,තෙද,['තද']
6565,එකක්ද,"['එකක්', ' එකද']"
6566,හෝරාව,['හෝරා']
6567,සයුරේ,['සරේ']
